tweet_id,username,politician,date,text,likes,retweets,replies,views,length,hashtags,mentions,links,sentiment,sentiment_label
1897355570337997161,IreneMontero,Irene Montero,Wed Mar 05 18:36:33 +0000 2025,Hoy hemos llevado el caso de Juana Rivas al Parlamento Europeo. El Gobierno de España debe impedir que Daniel sea puesto en peligro volviendo con su padre maltratador. Basta de violencia institucional contra las madres protectoras https://t.co/ksiPH1Cv2T,2131,929,771,86886,254,0,0,1,0.0,neutral
1897313138003075294,IreneMontero,Irene Montero,Wed Mar 05 15:47:57 +0000 2025,Las feministas cambiamos las cosas porque incomodamos. Tenemos derecho a incomodar. Más incomoda el machismo y su violencia https://t.co/nxy2SqTMyL,2028,871,1113,119095,147,0,0,1,0.0,neutral
1897248683890237449,IreneMontero,Irene Montero,Wed Mar 05 11:31:50 +0000 2025,"Perseguir a quienes organizan la solidaridad con Palestina y contra el genocidio hace un daño irreparable a la democracia y vulnera derechos fundamentales. 

Marlaska, la policía a perseguir a  ladrones con corbata, fascistas y a los neonazis que echan a la gente de sus casas. https://t.co/R0IozmOJIU",2237,1231,692,97528,301,0,0,1,0.0,neutral
1897193148843229569,IreneMontero,Irene Montero,Wed Mar 05 07:51:09 +0000 2025,"Este viernes estaremos en Sevilla para seguir con la ruta rumbo a la Quinta y para encontrarnos con muchos compañeros y compañeras sin los que todo esto sería imposible. ¡Necesitamos de vuelta una izquierda de poder y gobierno para cambiarlo todo!, No faltéis 💜 https://t.co/x4o5sZOCKr",656,390,336,30469,285,0,0,1,-0.2244,negative
1897175452273549765,IreneMontero,Irene Montero,Wed Mar 05 06:40:50 +0000 2025,"Querida compañera @IraciHassler, un abrazo inmenso. No estáis solas y frente a tanta guerra sucia, más feminismo y esperanza para seguir cambiándolo todo 💜",557,277,106,30522,155,0,1,0,0.4588,positive
1896989628068192742,IreneMontero,Irene Montero,Tue Mar 04 18:22:26 +0000 2025,"Las élites europeas solo pueden conseguir 800.000 mill para armas sacándolos de sanidad o pensiones

El rearme es un robo: quitarle a la gente derechos y servicios públicos para llenar los bolsillos de la industria militar y grandes corporaciones que mandan más que los gobiernos",3044,1856,599,192404,279,0,0,0,0.0,neutral
1896935080519745700,IreneMontero,Irene Montero,Tue Mar 04 14:45:41 +0000 2025,"Hemos propuesto en Baleares una modificación de la Ley de Vivienda para que los Ayuntamientos y Consells puedan expropiar temporalmente casas vacías de los grandes tenedores de viviendas para destinarlas a vivienda social. 

La vivienda es un derecho y toca poner todos los medios",1297,637,934,154105,280,0,0,0,0.0,neutral
1896871272203915546,IreneMontero,Irene Montero,Tue Mar 04 10:32:08 +0000 2025,"Reforzar la seguridad europea hoy es salir de la OTAN, parar la escalada bélica, invertir en servicios públicos e intervenir empresas estratégicas para tener seguridad alimentaria, energética y social y para recuperar soberanía y poder",227,92,69,14075,235,0,0,0,0.0,neutral
1896871268437389611,IreneMontero,Irene Montero,Tue Mar 04 10:32:07 +0000 2025,"El “rearme” de Von der Leyen es lo que pone a Europa en peligro

Ya llevan años aumentando el gasto en armas y no tenemos más seguridad ni libertad: la gente vive peor y los fascistas mandan más

¿Qué hace Pedro Sánchez siendo cómplice de esta peligrosa gran coalición de guerra?",2074,1147,535,125326,279,0,0,0,-0.296,negative
1896866503586406669,IreneMontero,Irene Montero,Tue Mar 04 10:13:11 +0000 2025,"En España hay más de 500.000 personas migrantes que necesitan con urgencia ser regularizadas. 

Los votos de Podemos son votos para conquistar derechos, no para que los arreglos del PSOE con Junts le abran la puerta al racismo. Ningún ser humano es ilegal",1331,655,1647,515010,255,0,0,0,-0.296,negative
